"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8312","homepage/homepage.spec","","Tue Apr 15 22:52:59 GMT 2025","passed","Tue Apr 15 22:53:07 GMT 2025","","","",""
"","560300","solar/solar-roof.spec","","Tue Apr 15 22:52:59 GMT 2025","broken","Tue Apr 15 23:02:19 GMT 2025","","","",""
