"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2130000","solar/solar-roof.spec","","Tue Apr 15 17:41:21 GMT 2025","broken","Tue Apr 15 18:16:51 GMT 2025","","","",""
"","1124000","homepage/homepage.spec","","Tue Apr 15 17:41:21 GMT 2025","failed","Tue Apr 15 18:00:05 GMT 2025","","","",""
