"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46730","solar/solar-roof.spec","","Sat Nov 16 22:22:42 GMT 2024","passed","Sat Nov 16 22:23:28 GMT 2024","","","",""
"","27190","homepage/homepage.spec","","Sat Nov 16 22:22:42 GMT 2024","passed","Sat Nov 16 22:23:09 GMT 2024","","","",""
