"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1140000","homepage/homepage.spec","","Sat Nov 16 22:07:13 GMT 2024","failed","Sat Nov 16 22:26:13 GMT 2024","","","",""
"","33640","solar/solar-roof.spec","","Sat Nov 16 22:07:13 GMT 2024","passed","Sat Nov 16 22:07:46 GMT 2024","","","",""
