"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27240","homepage/homepage.spec","","Sat Nov 16 22:26:56 GMT 2024","passed","Sat Nov 16 22:27:24 GMT 2024","","","",""
"","45230","solar/solar-roof.spec","","Sat Nov 16 22:26:56 GMT 2024","passed","Sat Nov 16 22:27:42 GMT 2024","","","",""
