"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15340","homepage/homepage.spec","","Tue Apr 15 19:18:56 GMT 2025","passed","Tue Apr 15 19:19:11 GMT 2025","","","",""
"","1685000","solar/solar-roof.spec","","Tue Apr 15 19:18:56 GMT 2025","broken","Tue Apr 15 19:47:01 GMT 2025","","","",""
