"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12960","homepage/homepage.spec","","Tue Apr 15 19:23:43 GMT 2025","passed","Tue Apr 15 19:23:56 GMT 2025","","","",""
"","1119000","solar/solar-roof.spec","","Tue Apr 15 19:23:43 GMT 2025","broken","Tue Apr 15 19:42:22 GMT 2025","","","",""
